# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 5.0.0
# Date file generated (UTC): 2022-01-11 23:00
Your Input	Gene ID	Gene Symbol	Gene Name	Species	NCBI ID	ENSEMBL ID	UniProtKB ID	PANTHER ID	Synonym	Mouse Ortholog
HGNC:21565	HGNC:21565	CCDC162P	"coiled-coil domain containing 162, pseudogene"	Homo sapiens	221262	ENSG00000203799	N.A.	N.A.	FLJ37396 | MGC129804 | MGC149201 | bA487F23.3 | bA425D10.7 | putative uncharacterized protein C6orf183 | transmembrane protein FLJ37396 | chromosome 6 open reading frame 183 | C6orf184 | chromosome 6 open reading frame 184 | C6orf185 | C6orf183 | hypothetical protein LOC285754 | bA425D10.3 | CCDC162	MGI:1923223:Ccdc162
HGNC:21566	HGNC:21566	METTL24	methyltransferase like 24	Homo sapiens	728464	ENSG00000053328	Q5JXM2	PTHR32026	methyltransferase-like protein 24 | chromosome 6 open reading frame 186 | FLJ45203 | UPF0624 protein C6orf186 | C6orf186 | dJ71D21.2 | D-aspartate oxidase-like	MGI:3045338:Mettl24
HGNC:21568	HGNC:21568	CALHM5	calcium homeostasis modulator family member 5	Homo sapiens	254228	ENSG00000178033	Q8N5C1	PTHR32261	hypothetical protein LOC254228 | chromosome 6 open reading frame 188 | family with sequence similarity 26 member E | family with sequence similarity 26, member E | MGC45451 | FAM26E | calcium homeostasis modulator protein 5 | dJ493F7.3 | C6orf188	MGI:2143897:Calhm5
HGNC:21569	HGNC:21569	THEMIS	thymocyte selection associated	Homo sapiens	387357	ENSG00000275122	A0A0D9SFD2 | Q8N1K5 | X1WI26	PTHR15215	TSEPA | thymocyte expressed molecule involved in selection | signaling phosphoprotein specific for T cells | thymocyte selection pathway associated | GASP | MGC163388 | thymocyte-expressed molecule involved in selection | GRB2-associated protein | SPOT | C6orf190 | bA325O24.4 | FLJ40584 | C6orf207 | bA325O24.3	MGI:2443552:Themis
HGNC:2157	HGNC:2157	CNN3	calponin 3	Homo sapiens	1266	ENSG00000117519	Q9BWY6 | Q15417 | E9PDU6	N.A.	calponin, acidic isoform | calponin 3, acidic | calponin-3 | dJ639P13.2.2 (acidic calponin 3)	MGI:1919244:Cnn3
HGNC:21571	HGNC:21571	TMEM244	transmembrane protein 244	Homo sapiens	253582	ENSG00000203756	Q5VVB8	PTHR12952	bA174C7.4 | putative transmembrane protein C6orf191 | C6orf191	N.A.
HGNC:21573	HGNC:21573	SLC18B1	solute carrier family 18 member B1	Homo sapiens	116843	ENSG00000146409	A0A3B3IU67 | A0A3B3ITL9 | A0A3B3IT67 | Q6NT16 | A0A3B3ISL3	N.A.	dJ55C23.6 | MFS-type transporter C6orf192 | C6orf192 | MFS-type transporter SLC18B1 | solute carrier family 18, subfamily B, member 1	MGI:1923556:Slc18b1
HGNC:21574	HGNC:21574	SAMD3	sterile alpha motif domain containing 3	Homo sapiens	154075	ENSG00000164483	Q8N6K7 | H0YEH9 | E9PR45 | E9PPN0 | E9PR28 | E9PS85 | E9PRU9	PTHR47302	sterile alpha motif domain-containing protein 3 | SAM domain-containing protein 3 | MGC35163 | FLJ34563	MGI:2685469:Samd3
HGNC:21575	HGNC:21575	AHI1	Abelson helper integration site 1	Homo sapiens	54806	ENSG00000135541	Q8N157 | Q9NQN3 | E9PML3 | Q8NER0 | H0YDL1 | H0YE01 | H0YEF1 | H0Y343 | E9PI51	N.A.	DKFZp686J1653 | contatins SH3 and WD40 domains | FLJ20069 | jouberin | dJ71N10.1 | FLJ14023 | JBTS3 | abelson helper integration site 1 protein homolog | AHI-1 | ORF1 | abelson helper integration site	MGI:87971:Ahi1
HGNC:21576	HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	Homo sapiens	378884	ENSG00000187566	Q6VVB1	N.A.	MGC119262 | bA204B7.2 | MGC119265 | EPM2A | MGC119264 | RING-type E3 ubiquitin transferase NHLRC1 | EPM2B | NHL repeat containing 1 | MALIN | E3 ubiquitin-protein ligase NHLRC1 | NHL repeat-containing protein 1	MGI:2145264:Nhlrc1
HGNC:21577	HGNC:21577	KDM1B	lysine demethylase 1B	Homo sapiens	221656	ENSG00000165097	Q8NB78 | Q08EI0 | H0Y6H0	N.A.	dJ298J15.2 | bA204B7.3 | lysine (K)-specific demethylase 1B | AOF1 | chromosome 6 open reading frame 193 | amine oxidase (flavin containing) domain 1 | FLJ43328 | amine oxidase, flavin containing 1 | lysine-specific histone demethylase 1B | flavin-containing amine oxidase domain-containing protein 1 | FLJ33898 | DKFZp686I0412 | C6orf193 | LSD2 | lysine-specific histone demethylase 2 | FLJ34109	MGI:2145261:Kdm1b
HGNC:21578	HGNC:21578	RNF144B	ring finger protein 144B	Homo sapiens	255488	ENSG00000137393	Q7Z419	PTHR11685	p53-inducible RING finger protein | KIAA0161 | p53RFP | IBRDC2 | MGC71786 | PIR2 | bA528A10.3 | IBR domain containing 2 | IBR domain-containing protein 2 | E3 ubiquitin-protein ligase RNF144B	MGI:2384986:Rnf144b
HGNC:21579	HGNC:21579	MBOAT1	membrane bound O-acyltransferase domain containing 1	Homo sapiens	154141	ENSG00000172197	Q6ZNC8	N.A.	LPLAT 1 | lysophosphatidylserine acyltransferase | O-acyltransferase (membrane bound) domain containing 1 | MGC44669 | 1-acylglycerophosphoserine O-acyltransferase | lysophosphatidylethanolamine acyltransferase 1 | LPSAT | LPEAT1 | LPLAT | OACT1 | O-acyltransferase domain-containing protein 1 | dJ434O11.1 | lysophospholipid acyltransferase 1 | membrane-bound O-acyltransferase domain-containing protein 1 | 1 | lyso-PS acyltransferase	MGI:2387184:Mboat1
HGNC:2158	HGNC:2158	CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase"	Homo sapiens	1267	ENSG00000173786	K7EN66 | A0A024R1T5 | K7EQ27 | K7ERC4 | C9K0L8 | K7ERZ0 | P09543	PTHR10156	2',3'-cyclic-nucleotide 3'-phosphodiesterase | CNPase | 2', 3' cyclic nucleotide 3' phosphohydrolase | CNP1	MGI:88437:Cnp
HGNC:21580	HGNC:21580	KIAA0319	KIAA0319	Homo sapiens	9856	ENSG00000137261	L8E9P4 | Q5VV43 | A0A087X0U9	N.A.	neuronal migration | DYLX2 | NMIG | MGC176717 | DYX2 | DLX2 | AAV receptor | dyslexia susceptibility 2 | dyslexia-associated protein KIAA0319 | AAVR	MGI:3036268:D130043K22Rik
HGNC:21581	HGNC:21581	CARMIL1	capping protein regulator and myosin 1 linker 1	Homo sapiens	55604	ENSG00000079691	A0A0U1RR91 | A0A0U1RQQ1 | Q5VZK9	PTHR24112	capping protein, Arp2/3 and myosin-I linker protein 1 | leucine-rich repeat-containing protein 16A | dJ501N12.5 | dJ501N12.1 | FLJ20048 | CARMIL1a | capping protein, Arp2/3 and myosin-I linker homolog 1 | CARMIL | LRRC16A | leucine rich repeat containing 16A | leucine rich repeat containing 16 | LRRC16 | testicular tissue protein Li 107 | capping protein, Arp2/3, and Myosin-I Linker homolog 1 | capping protein regulator and myosin 1 linker protein 1 | F-actin-uncapping protein LRRC16A | FLJ43708 | CARMIL homolog	MGI:1915982:Carmil1
HGNC:21582	HGNC:21582	MCFD2P1	multiple coagulation factor deficiency 2 pseudogene 1	Homo sapiens	645927	ENSG00000237154	N.A.	N.A.	C6orf44 | dJ153G14.2 | MCFD2L | NUCB2-L	N.A.
HGNC:21584	HGNC:21584	NKAPL	NFKB activating protein like	Homo sapiens	222698	ENSG00000189134	Q5M9Q1	PTHR13087	bA424I5.1 | NFKB activating protein-like | MGC126730 | C6orf194 | MGC126734 | NKAP-like protein	MGI:1913957:Nkapl
HGNC:21586	HGNC:21586	TTL	tubulin tyrosine ligase	Homo sapiens	150465	ENSG00000114999	Q8NG68	N.A.	tubulin--tyrosine ligase | MGC46235 | tubulin-tyrosine ligase | 2410003M22Rik	MGI:1916987:Ttl
HGNC:21587	HGNC:21587	TAFA1	TAFA chemokine like family member 1	Homo sapiens	407738	ENSG00000183662	A0A087X2J7 | Q7Z5A9	N.A.	family with sequence similarity 19 member A1, C-C motif chemokine like | FAM19A1 | chemokine-like protein TAFA-1 | TAFA-1 | family with sequence similarity 19 (chemokine (C-C motif)-like), member A1	MGI:2443695:Tafa1
HGNC:21589	HGNC:21589	TAFA2	TAFA chemokine like family member 2	Homo sapiens	338811	ENSG00000198673	A0A0C4DGI5 | Q8N3H0 | F8VWB2 | F8VVD7 | F8VZY8 | F8VVF9	N.A.	TAFA-2 | FAM19A2 | DKFZp761E1217 | family with sequence similarity 19 member A2, C-C motif chemokine like | MGC42403 | chemokine-like protein TAFA-2 | DKFZp781P0552 | family with sequence similarity 19 (chemokine (C-C motif)-like), member A2	MGI:2143691:Tafa2
HGNC:2159	HGNC:2159	CNR1	cannabinoid receptor 1	Homo sapiens	1268	ENSG00000118432	V5KA96 | Q9BYY6 | S5TLS4 | P21554 | F8W187 | F8W908	PTHR22750	CB-R | CANN6 | central cannabinoid receptor | CNR | cannabinoid receptor 1 (brain) | CB1K5 | CB1R | CB1 | CB1A	MGI:104615:Cnr1
HGNC:21590	HGNC:21590	TAFA3	TAFA chemokine like family member 3	Homo sapiens	284467	ENSG00000184599	Q7Z5A8	N.A.	RP11-426L16.6 | MGC138473 | chemokine-like protein TAFA-3 | family with sequence similarity 19 (chemokine (C-C motif)-like), member A3 | FAM19A3 | family with sequence similarity 19 member A3, C-C motif chemokine like | TAFA-3	MGI:3046463:Tafa3
HGNC:21591	HGNC:21591	TAFA4	TAFA chemokine like family member 4	Homo sapiens	151647	ENSG00000163377	C9JUW7 | A0A024R369 | A0A0U1RQN7 | Q96LR4	N.A.	family with sequence similarity 19 member A4, C-C motif chemokine like | chemokine-like protein TAFA-4 | family with sequence similarity 19 (chemokine (C-C motif)-like), member A4 | FAM19A4 | FLJ25161 | TAFA-4	MGI:2444563:Tafa4
HGNC:21592	HGNC:21592	TAFA5	TAFA chemokine like family member 5	Homo sapiens	25817	ENSG00000219438	Q7Z5A7 | B1B1J6	PTHR31878	QLLK5208 | TAFA-5 | TAFA protein 5 | FAM19A5 | family with sequence similarity 19 member A5, C-C motif chemokine like | chemokine-like protein TAFA-5 | UNQ5208 | family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	MGI:2146182:Tafa5
HGNC:21593	HGNC:21593	RPL29P1	ribosomal protein L29 pseudogene 1	Homo sapiens	134756	ENSG00000236512	N.A.	N.A.	RPL29_5_654 | dJ336K20B.2	N.A.
HGNC:21595	HGNC:21595	SESN1	sestrin 1	Homo sapiens	27244	ENSG00000080546	Q9Y6P5	PTHR12474	sestrin-1 | p53-regulated protein PA26 | SEST1 | PA26 | p53 activated gene 26 | RP11-787I22.1 | MGC142129 | MGC138241 | p53 regulated PA26 nuclear protein	MGI:2155278:Sesn1
HGNC:21596	HGNC:21596	AK4P3	adenylate kinase 4 pseudogene 3	Homo sapiens	645619	ENSG00000233381	N.A.	N.A.	AK3 | AK3L2P | AK3L2	N.A.
HGNC:21597	HGNC:21597	ACAD10	acyl-CoA dehydrogenase family member 10	Homo sapiens	80724	ENSG00000111271	F8W1A9 | Q6JQN1 | F8W179 | F8VXK4 | D6RFF6 | F8W1I9 | F8W0Q4	N.A.	ACAD-10 | MGC5601 | acyl-Coenzyme A dehydrogenase family, member 10 | acyl-CoA dehydrogenase family, member 10	MGI:1919235:Acad10 | MGI:2443320:Acad12
HGNC:21598	HGNC:21598	LINC00574	long intergenic non-protein coding RNA 574	Homo sapiens	80069	ENSG00000231690	Q9H8X3	N.A.	dJ182D15.1 | CRALA | RP1-266L20.3 | FLJ13162 | C6orf208 | MGC120218	N.A.
HGNC:216	HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Homo sapiens	8754	ENSG00000282230	Q13443 | C9J6H5 | C9JPM3 | A0AVL1 | F8WC54 | A0A0J9YY58	N.A.	MCMP | ADAM 9 | metalloprotease/disintegrin/cysteine-rich protein 9 | MDC9 | myeloma cell metalloproteinase | Mltng | cone rod dystrophy 9 | KIAA0021 | ADAM metallopeptidase domain 9 (meltrin gamma) | cellular disintegrin-related protein | disintegrin and metalloproteinase domain-containing protein 9 | CORD9	MGI:105376:Adam9
HGNC:2160	HGNC:2160	CNR2	cannabinoid receptor 2	Homo sapiens	1269	ENSG00000188822	P34972 | A0A024RAH7	PTHR22750	testis-dominant CNR2 isoform CB2 | CB2 | hCB2 | cannabinoid receptor 2 (macrophage) | CX5 | CB-2	MGI:104650:Cnr2
HGNC:21600	HGNC:21600	LINC01600	long intergenic non-protein coding RNA 1600	Homo sapiens	154386	ENSG00000164385	Q96MT4	N.A.	MGC120321 | C6orf195 | MGC120323 | RP11-145H9.2 | MGC120322 | FLJ31934 | uncharacterized protein C6orf195 | bA145H9.2 | hypothetical protein LOC154386	N.A.
HGNC:21601	HGNC:21601	SLC35B3	solute carrier family 35 member B3	Homo sapiens	51000	ENSG00000124786	A0A024QZW4 | A0A024R008 | Q9H1N7 | B4E1Q6 | B2R8V5 | A0A3B3IRN3	N.A.	PAPS transporter 2 | PAPST2 | C6orf196 | solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 | 3' phosphoadenosine 5' phosphosulfate transporter 2 | CGI-19 | solute carrier family 35, member B3 | adenosine 3'-phospho 5'-phosphosulfate transporter 2 | 3'-phosphoadenosine 5'-phosphosulfate transporter	MGI:1913978:Slc35b3
HGNC:21602	HGNC:21602	TBC1D22B	TBC1 domain family member 22B	Homo sapiens	55633	ENSG00000065491	Q9NU19	N.A.	RP4-744I24.2 | MGC125627 | dJ744I24.2 | TBC1 domain family, member 22B | C6orf197 | FLJ20337 | DKFZp762J0110 | MGC125626	MGI:2681867:Tbc1d22b
HGNC:21603	HGNC:21603	WDFY3-AS2	WDFY3 antisense RNA 2	Homo sapiens	404201	ENSG00000180769	N.A.	N.A.	FBI4 | NCRNA00247 | C4orf12 | MGC120079 | MGC120078	N.A.
HGNC:21604	HGNC:21604	EPN1	epsin 1	Homo sapiens	29924	ENSG00000063245	Q9Y6I3 | A0A024R4S1 | K7EMP4	N.A.	epsin-1 | EH domain-binding mitotic phosphoprotein | EPS-15-interacting protein 1	MGI:1333763:Epn1
HGNC:21605	HGNC:21605	SAFB2	scaffold attachment factor B2	Homo sapiens	9667	ENSG00000130254	A0PJ47 | Q14151 | K7ERX3 | K7EQU4	PTHR15683	KIAA0138 | SAF-B2	MGI:2146808:Safb2
HGNC:21606	HGNC:21606	MPC1	mitochondrial pyruvate carrier 1	Homo sapiens	51660	ENSG00000060762	Q5TI65 | Q9Y5U8 | A0A087WVZ0	N.A.	brain protein 44-like protein | HSPC040 protein | BRP44L | SLC54A1 | dJ68L15.3 | MPYCD | CGI-129	MGI:1915240:Mpc1 | MGI:3781628:Mpc1-ps
HGNC:21607	HGNC:21607	AIG1	androgen induced 1	Homo sapiens	51390	ENSG00000146416	R9RVP2 | A0A2R8YCJ8 | R9RV30 | Q5T2H4 | Q5T2H3 | Q5T2H0 | Q9NVV5 | Q5THU2	PTHR10989	androgen-induced 1 | androgen induced protein (AIG-1), C-terminus truncated | AIG-1 | dJ95L4.1 | DKFZp686F03136 | FLJ10485 | FAHFA hydrolase AIG1 | androgen-induced gene 1 protein | RP1-95L4.1 | fatty acid esters of hydroxy fatty acids hydrolase AIG1	MGI:1913503:Aig1
HGNC:21608	HGNC:21608	LUC7L2	"LUC7 like 2, pre-mRNA splicing factor"	Homo sapiens	51631	ENSG00000146963	Q9Y383 | V9GZ75 | F8WEU3	PTHR12375	CGI-59 | FLJ10657 | LUC7B2 | CGI-74 | putative RNA-binding protein Luc7-like 2 | LUC7-like 2 | H_NH0792N18.3 | hLuc7B2 | LUC7-like 2 pre-mRNA splicing factor	MGI:2183260:Luc7l2
HGNC:21610	HGNC:21610	LNPK	"lunapark, ER junction formation factor"	Homo sapiens	80856	ENSG00000144320	Q9C0E8 | C9JL94 | B7Z829 | H7BZA1 | C9JM95	PTHR22166	ulnaless | limb and neural patterns | MGC102862 | LNP1 | LNP | endoplasmic reticulum junction formation protein lunapark | NEDEHCC | Lunapark | KIAA1715 | 2310011O18Rik | 4921514L11Rik | DKFZp686G1442 | ER junction formation factor lunapark | Ul	MGI:1918115:Lnpk
HGNC:21614	HGNC:21614	CTDSP1	CTD small phosphatase 1	Homo sapiens	58190	ENSG00000144579	H7C270 | H7C3E0 | A0A024R461 | Q9GZU7 | A0A024R414 | H7C1Z7	N.A.	NLI-interacting factor 3 | NLIIF | NLI-IF | small CTD phosphatase 1 | NIF3 | carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 | CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 | nuclear LIM interactor-interacting factor 3 | small C-terminal domain phosphatase 1 | SCP1	MGI:2654470:Ctdsp1
HGNC:21616	HGNC:21616	TNS3	tensin 3	Homo sapiens	64759	ENSG00000136205	E9PCX8 | C9JTD0 | C9JHU5 | C9JWN9 | Q68CZ2 | H7BZ64 | C9JUW5	N.A.	H_NH0549I23.2 | tensin-like SH2 domain-containing protein 1 | H_NH049I23.2 | tensin-3 | tensin-like SH2 domain containing 1 | tensin-like SH2 domain-containing 1 | tumor endothelial marker 6 | DKFZp686K12123 | DKFZp686M1045 | FLJ13732 | MGC88434 | thyroid specific PTB domain protein | TEM6 | TENS1 | FLJ35545	MGI:2443012:Tns3
HGNC:21617	HGNC:21617	TXLNB	taxilin beta	Homo sapiens	167838	ENSG00000164440	H0UI61 | Q8N3L3 | H0UI60 | H7BY59	PTHR16127	chromosome 6 open reading frame 198 | beta-taxilin | MDP77 | muscle-derived protein 77 | hMDP77 | DKFZp451A175 | RP3-522B19.2 | dJ522B19.2 | C6orf198 | LST001	MGI:2671945:Txlnb
HGNC:21620	HGNC:21620	C6orf201	chromosome 6 open reading frame 201	Homo sapiens	404220	ENSG00000185689	B3KW47 | B4DXB2 | Q7Z4U5	PTHR35968	dJ1013A10.5 | MGC87625 | uncharacterized protein C6orf201 | hypothetical protein LOC404220	MGI:1914011:4933417A18Rik
HGNC:21622	HGNC:21622	CAGE1	cancer antigen 1	Homo sapiens	285782	ENSG00000164304	A0A024R007 | Q8TC20 | D6R9A7 | E7EUJ7 | D6RCC6	N.A.	CT95 | cancer/testis antigen gene 1 | CT3 | cancer/testis antigen 3 | cancer-associated gene 1 protein | CTAG3 | FLJ40441 | cancer/testis antigen 95 | bA69L16.7	MGI:1918463:Cage1
HGNC:21623	HGNC:21623	GCNT2P1	GCNT2 pseudogene 1	Homo sapiens	644378	ENSG00000205318	N.A.	N.A.	GCNT6 | bA421M1.3 | GCNT2 pseudogene | glucosaminyl (N-acetyl) transferase 6 | GCNT2P | beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 6	N.A.
HGNC:21624	HGNC:21624	KLC4	kinesin light chain 4	Homo sapiens	89953	ENSG00000137171	C9J8T5 | C9JXT5 | C9JQU1 | F8WCA4 | H7C4M1 | C9K0D5 | A0A024RCZ8 | Q9NSK0 | C9JZE5	N.A.	kinesin-like protein 8 | KNSL8 | MGC111777 | bA387M24.3 | KLC 4 | kinesin-like 8	MGI:1922014:Klc4
HGNC:21625	HGNC:21625	ANO1	anoctamin 1	Homo sapiens	55107	ENSG00000131620	A0A0G2QSF1 | A0A2H4Y9B2 | Q8NCT7 | Q5XXA6 | H0YDD9 | E9PP68 | E9PS90 | Q9NW72 | E9PNA7	PTHR12308	DOG1 | TAOS2 | ORAOV2 | discovered on gastrointestinal stromal tumors protein 1 | transmembrane protein 16A (eight membrane-spanning domains) | FLJ10261 | TMEM16A | anoctamin 1, calcium activated chloride channel | Ca2+-activated Cl- channel | tumor-amplified and overexpressed sequence 2 | anoctamin-1 | calcium activated chloride channel | oral cancer overexpressed 2 | tumor amplified and overexpressed sequence 2 | oral cancer overexpressed protein 2	MGI:2142149:Ano1
HGNC:21627	HGNC:21627	OXCT2P1	3-oxoacid CoA-transferase 2 pseudogene 1	Homo sapiens	192217	ENSG00000237624	N.A.	N.A.	OXCT2P	N.A.
HGNC:21628	HGNC:21628	ZNF460	zinc finger protein 460	Homo sapiens	10794	ENSG00000197714	Q14592 | M0R0J6	N.A.	HZF8 | ZNF272 | zinc finger protein HZF8 | zinc finger protein 272	N.A.
HGNC:21629	HGNC:21629	ZNF461	zinc finger protein 461	Homo sapiens	92283	ENSG00000197808	K7EJM1 | B4DRP8 | K7EIW1 | K7EKL0 | K7ESQ5 | A0A087WVP9 | X6RBI5 | Q8TAF7 | A0A087WV02	N.A.	zinc finger protein 28 | HZF28 | gonadotropin inducible transcription repressor 1 | GIOT1 | gonadotropin-inducible ovary transcription repressor 1 | GIOT-1 | MGC33911	N.A.
HGNC:2163	HGNC:2163	PCDHA14	protocadherin alpha 14 pseudogene	Homo sapiens	26307	ENSG00000249504	N.A.	N.A.	PCDH-PSI4 | CRNR3 | CNRS3 | CNRN3 | CNR3	N.A.
HGNC:21630	HGNC:21630	TCP1P3	t-complex 1 pseudogene 3	Homo sapiens	400013	ENSG00000256849	N.A.	N.A.	TCP1L3 | CCT1-1P	N.A.
HGNC:21631	HGNC:21631	RANP1	RAN pseudogene 1	Homo sapiens	221547	ENSG00000236603	N.A.	N.A.	Ras-like | TC4 | RAN, member RAS oncogene family pseudogene 1	N.A.
HGNC:21632	HGNC:21632	SUCLA2P1	SUCLA2 pseudogene 1	Homo sapiens	646520	ENSG00000224936	N.A.	N.A.	Em:AB014080.4 | SUCLA2P | succinate-CoA ligase ADP-forming beta subunit pseudogene 1 | succinate-CoA ligase, ADP-forming, beta subunit pseudogene 1	N.A.
HGNC:21633	HGNC:21633	UBQLN1P1	ubiquilin 1 pseudogene 1	Homo sapiens	387117	ENSG00000236405	N.A.	N.A.	UBQLN1P	N.A.
HGNC:21634	HGNC:21634	RPL7P4	ribosomal protein L7 pseudogene 4	Homo sapiens	100133037	ENSG00000230449	N.A.	N.A.	Em:AB023049.2 | KIAA1949 | RPL7_10_678	N.A.
HGNC:21636	HGNC:21636	KIAA0408	KIAA0408	Homo sapiens	9729	ENSG00000189367	H0YEM8 | Q6ZU52 | E9PQS0	N.A.	RP3-403A15.2 | FLJ43995 | uncharacterized protein KIAA0408 | hypothetical protein LOC9729	MGI:3036239:9330159F19Rik
HGNC:21637	HGNC:21637	SATB2	SATB homeobox 2	Homo sapiens	23314	ENSG00000119042	C9JR56 | F8WCV6 | Q59FT3 | A0A024R3U6 | B3KPQ9 | Q9UPW6	PTHR15116	GLSS | MGC119477 | MGC119474 | special AT-rich sequence-binding protein 2 | FLJ32076 | SATB family member 2 | KIAA1034 | DNA-binding protein SATB2 | FLJ21474	MGI:2679336:Satb2
HGNC:21638	HGNC:21638	CEP85L	centrosomal protein 85 like	Homo sapiens	387119	ENSG00000111860	Q5SZL2 | A2A3P3 | Q3ZCQ5	PTHR31075	RP11-57K17.2 | centrosomal protein of 85 kDa-like | serologically defined breast cancer antigen NY-BR-15 | bA57K17.2 | MGC131785 | coiled-coil domain-containing protein C6orf204 | NY-BR-15 | centrosomal protein 85kDa-like | LIS10 | hypothetical protein LOC387119 | C6orf204	MGI:3642684:Cep85l
HGNC:21640	HGNC:21640	TSPAN9	tetraspanin 9	Homo sapiens	10867	ENSG00000011105	A0A3B3IST1 | A0A1W2PQ04 | E9PHL0 | O75954 | B5MD23	N.A.	transmembrane 4 superfamily member tetraspan NET-5 | PP1057 | NET5 | NET-5 | tetraspan NET-5 | new EST tetraspan 5 | tspan-9 | tetraspanin-9	MGI:1924558:Tspan9
HGNC:21641	HGNC:21641	TSPAN12	tetraspanin 12	Homo sapiens	23554	ENSG00000106025	A0A024R740 | O95859 | C9JC05 | C9JQM0 | C9J9U1 | H7C0X9 | C9IZ82	N.A.	tetraspanin-12 | NET2 | EVR5 | NET-2 | tetraspan NET-2 | TM4SF12 | tspan-12 | transmembrane 4 superfamily member 12	MGI:1889818:Tspan12
HGNC:21642	HGNC:21642	VARS2	"valyl-tRNA synthetase 2, mitochondrial"	Homo sapiens	57176	ENSG00000236178	A0A140TA45 | B4DG77 | B4E0K6 | Q5ST30 | A0A1U9X9B3 | A0A140TA40 | A0A140TA36 | A0A140TA35 | A0A140T8Y0 | A0A0G2JL52 | A0A0G2JIA5 | A0A0A0MTG1 | A2ABL6 | B7ZCJ6	N.A.	valyl-tRNA synthetase, mitochondrial | VARSL | valRS | VARS2L | COXPD20 | valyl-tRNA synthetase like | valyl-tRNA synthetase 2-like | valyl-tRNA synthetase-like | valine--tRNA ligase | valine tRNA ligase 2, mitochondrial (putative) | MGC142165 | G7a | MGC138259 | valine--tRNA ligase, mitochondrial | valyl-tRNA synthetase 2, mitochondrial (putative)	MGI:1916165:Vars2
HGNC:21643	HGNC:21643	TSPAN13	tetraspanin 13	Homo sapiens	27075	ENSG00000106537	Q6FGK0 | O95857	N.A.	tspan-13 | FLJ22934 | tetraspanin-13 | NET-6 | NET6 | TM4SF13 | transmembrane 4 superfamily member tetraspan NET-6 | transmembrane 4 superfamily member 13 | tetraspan NET-6	MGI:1913359:Tspan13
HGNC:21644	HGNC:21644	FAM66C	family with sequence similarity 66 member C	Homo sapiens	440078	ENSG00000226711	N.A.	N.A.	N.A.	N.A.
HGNC:21645	HGNC:21645	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	Homo sapiens	51142	ENSG00000106153	Q9Y6H1	N.A.	coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial | 16.7kD protein | MNRR1 | MIX17B | C7orf17 | mitochondria nuclear retrograde regulator 1 | MIX17 homolog B | HCV NS2 trans-regulated protein | NS2TP | PARK22 | aging-associated gene 10 protein | mitochondrial nuclear retrograde regulator 1 | coiled-coil-helix-coiled-coil-helix domain-containing protein 2	MGI:1261428:Chchd2
HGNC:21646	HGNC:21646	SBDSP1	SBDS pseudogene 1	Homo sapiens	155370	ENSG00000225648	N.A.	N.A.	Shwachman-Bodian-Diamond syndrome pseudogene 1 | SBDS, ribosome maturation factor pseudogene 1 | SBDSP | SBDS, ribosome assembly guanine nucleotide exchange factor pseudogene 1	N.A.
HGNC:21647	HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	Homo sapiens	51619	ENSG00000078967	F2Z3J6 | H0YGA2 | F8WE07 | F8WEH7 | A0A024RA90 | C9J9H9 | Q9UQL0 | Q9Y2X8	N.A.	E2 ubiquitin-conjugating enzyme D4 | ubiquitin-conjugating enzyme HBUCE1 | ubiquitin-conjugating enzyme E2 D4 | ubiquitin-protein ligase D4 | ubiquitin-conjugating enzyme E2D 4 (putative) | ubiquitin carrier protein D4 | FLJ32004 | ubiquitin conjugating enzyme E2D 4 (putative) | HBUCE1	MGI:1922347:Ube2dnl2 | MGI:3646570:Ube2dnl1
